path,name,value
effect/assist/jiro/ef_jiro.eff,JIRO_N_DASH_FIRE,5
effect/assist/jiro/ef_jiro.eff,JIRO_G_SPIN,256
effect/assist/jiro/ef_jiro.eff,JIRO_G_SPIN_DASH,256
effect/assist/jiro/ef_jiro.eff,JIRO_G_DASH_ONE,0
effect/assist/jiro/ef_jiro.eff,JIRO_G_DASH_FIRE,5
effect/assist/jiro/ef_jiro.eff,JIRO_JET,0
effect/assist/jiro/ef_jiro.eff,JIRO_JET_LOOP,0
effect/assist/jiro/ef_jiro.eff,JIRO_G_JET,0
effect/assist/jiro/ef_jiro.eff,JIRO_G_JET_LOOP,0
effect/assist/joe/ef_joe.eff,JOE_BALKAN,256
effect/assist/joe/ef_joe.eff,JOE_LIGTHNING_L,256
effect/assist/joe/ef_joe.eff,JOE_LIGTHNING_R,256
effect/assist/joe/ef_joe.eff,JOE_AFTERIMAGE_L,0
effect/assist/joe/ef_joe.eff,JOE_AFTERIMAGE_R,0
effect/assist/joe/ef_joe.eff,JOE_SMASH,256
effect/assist/joe/ef_joe.eff,JOE_SMASH_HAND,0
effect/assist/joe/ef_joe.eff,JOE_UPPER,256
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_PLATE,0
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_PLATE_GROUND,0
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_POT_SMOKE,0
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_POT_IN,0
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_POT_OUT,0
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_FIRE,0
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_COOK_SMOKE,0
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_PEPPER,0
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_OTAMA,256
effect/assist/kawasaki/ef_kawasaki.eff,KAWASAKI_OTAMA_LINE,256
effect/assist/kawashima/ef_kawashima.eff,KAWASHIMA_BIG_BOMB,256
effect/assist/kawashima/ef_kawashima.eff,KAWASHIMA_BIG_BOMB_FINISH,256
effect/assist/kawashima/ef_kawashima.eff,KAWASHIMA_BACKGROUND,536871168
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_UPPER_AURA,256
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_GROUND_IN,0
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_GROUND_CLAY,0
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_GROUND_OUT,0
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_PUNCH,256
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_PUNCH_UPPER,256
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_SPIN_BLUR,0
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_SPIN_HOLD,0
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_SPIN_TARGET,0
effect/assist/knuckles/ef_knuckles.eff,KNUCKLES_SPIN_ATTACK,256
effect/assist/kozukata/ef_kozukata.eff,KOZUKATA_SCREEN,0
effect/assist/kozukata/ef_kozukata.eff,KOZUKATA_FINDER,1048576
effect/assist/kozukata/ef_kozukata.eff,KOZUKATA_FINDER_CURSE,0
effect/assist/kozukata/ef_kozukata.eff,KOZUKATA_FINDER_CURSE2,256
effect/assist/kozukata/ef_kozukata.eff,KOZUKATA_BG,536871168
effect/assist/krystal/ef_krystal.eff,KLYSTAL_ICEBLAST_BULLET_L,256
effect/assist/krystal/ef_krystal.eff,KLYSTAL_ICEBLAST_BULLET_R,256
effect/assist/krystal/ef_krystal.eff,KLYSTAL_ICEBLAST_SHOT,0
effect/assist/krystal/ef_krystal.eff,KLYSTAL_ICEBLAST_SPLASH,0
effect/assist/krystal/ef_krystal.eff,KLYSTAL_ICEBLAST_AURA,0
effect/assist/krystal/ef_krystal.eff,KLYSTAL_ROD_FLARE,0
effect/assist/lin/ef_lin.eff,LIN_SLASH,0
effect/assist/lin/ef_lin.eff,LIN_SWORD_FLASH,0
effect/assist/lin/ef_lin.eff,LIN_COUNTER_SUCCESS,0
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_LANDING,5
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_TAIL_SPIN_ATTACK,256
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_ROAR,256
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_SCRATCH,256
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_SCRATCH_L,256
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_RUSH,256
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_DEAD,5
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_FIRE_BALL,256
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_FIRE_BALL_APPEAER,0
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_FIRE_BALL_PREPARE,0
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_TAIL_ERASE,0
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_FLIGHT,5
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_DOWN,5
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_CRITICAL_HIT,0
effect/assist/lioleus/ef_lioleus.eff,LIOLEUS_CRASH,0
effect/assist/metroid/ef_metroid.eff,METROID_LIGHT,0
effect/assist/metroid/ef_metroid.eff,METROID_ABSORPTION,0
effect/assist/midna/ef_midna.eff,MIDNA_TELEPORT_OUT,0
effect/assist/midna/ef_midna.eff,MIDNA_TELEPORT_IN,0
effect/assist/monsters/ef_monsters.eff,MONSTERS_BACKGROUND,536871168
effect/assist/moon/ef_moon.eff,MOON_FALL_AURA,0
effect/assist/moon/ef_moon.eff,MOON_FALL_AURA_FIRST,0
effect/assist/moon/ef_moon.eff,MOON_DEBRIS,0
effect/assist/moon/ef_moon.eff,MOON_EXPLOSION_START,512
effect/assist/moon/ef_moon.eff,MOON_EXPLOSION,256
effect/assist/moon/ef_moon.eff,MOON_EXPLOSION_STONE,0
effect/assist/moon/ef_moon.eff,MOON_EXPLOSION_END,0
effect/assist/motherbrain/ef_motherbrain.eff,MOTHERBRAIN_ENERGY,0
effect/assist/motherbrain/ef_motherbrain.eff,MOTHERBRAIN_EYEBEAM,256
effect/assist/motherbrain/ef_motherbrain.eff,MOTHERBRAIN_RINGBOM,256
effect/assist/motherbrain/ef_motherbrain.eff,MOTHERBRAIN_GLASS,0
effect/assist/motherbrain/ef_motherbrain.eff,MOTHERBRAIN_BIG,0
effect/assist/motherbrain/ef_motherbrain.eff,MOTHERBRAIN_BREAK,0
effect/assist/motherbrain/ef_motherbrain.eff,MOTHERBRAIN_BOMB,0
effect/assist/nightmare/ef_nightmare.eff,NIGHTMARE_ORB,0
effect/assist/nightmare/ef_nightmare.eff,NIGHTMARE_MAIN,0
effect/assist/nightmare/ef_nightmare.eff,NIGHTMARE_MAIN2,536870912
effect/assist/nikki/ef_nikki.eff,NIKKI_MONSTER_FIRE,256
effect/assist/nikki/ef_nikki.eff,NIKKI_WINDMILL_WIND,256
effect/assist/nikki/ef_nikki.eff,NIKKI_KILLER_FIRE,512
effect/assist/nikki/ef_nikki.eff,NIKKI_KILLER_FIRE2,0
effect/assist/riki/ef_riki.eff,RIKI_SNATCH_GATHER,512
effect/assist/riki/ef_riki.eff,RIKI_SNATCH,32
effect/assist/riki/ef_riki.eff,RIKI_PLEASURE,0
effect/assist/riki/ef_riki.eff,RIKI_SLIP,256
effect/assist/riki/ef_riki.eff,RIKI_FREEZE,256
effect/assist/riki/ef_riki.eff,RIKI_SLEEP,256
effect/assist/riki/ef_riki.eff,RIKI_HEAL,0
effect/assist/robin/ef_robin.eff,ROBIN_HAND,0
effect/assist/robin/ef_robin.eff,ROBIN_IMPACT,0
effect/assist/robin/ef_robin.eff,ROBIN_HAND2,0
effect/assist/robin/ef_robin.eff,ROBIN_ENERGY,0
effect/assist/robin/ef_robin.eff,ROBIN_AURA,0
effect/assist/robin/ef_robin.eff,ROBIN_TELEPORT_IN,0
effect/assist/robin/ef_robin.eff,ROBIN_TELEPORT_OUT,0
effect/assist/robin/ef_robin.eff,ROBIN_FALL,0
effect/assist/robin/ef_robin.eff,ROBIN_IMPACT2,0
effect/assist/rodin/ef_rodin.eff,RODIN_EYE_FLASH,0
effect/assist/rodin/ef_rodin.eff,RODIN_MAGIC_CIRCLE,0
effect/assist/rodin/ef_rodin.eff,RODIN_MAGIC_LINE,256
effect/assist/rodin/ef_rodin.eff,RODIN_MAGIC_STAMP,256
effect/assist/rodin/ef_rodin.eff,RODIN_ATTACK_KICK,256
effect/assist/rodin/ef_rodin.eff,RODIN_HEEL_DROP_START,256
effect/assist/rodin/ef_rodin.eff,RODIN_HEEL_DROP_LINE,256
effect/assist/rodin/ef_rodin.eff,RODIN_HEEL_DROP,0
effect/assist/rodin/ef_rodin.eff,RODIN_LANDING,0
effect/assist/rodin/ef_rodin.eff,RODIN_MAGIC_LANDING,0
effect/assist/sable/ef_sable.eff,SABRE_CHANGESMOKE,0
effect/assist/sable/ef_sable.eff,SABRE_ATTACKSMOKE,256
effect/assist/shadow/ef_shadow.eff,SHADOW_LIGHT,512
effect/assist/shadow/ef_shadow.eff,SHADOW_HOLD,0
effect/assist/shadow/ef_shadow.eff,SHADOW_WAVE,536871168
effect/assist/shadow/ef_shadow.eff,SHADOW_SCREEN_FLASH,256
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_KIMIIRO,512
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_KIMIIRO2,512
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_KIMIIRO_FINISH,512
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_FOOT_KIMIIRO,0
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_SHIOKARABUSHI,512
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_SHIOKARABUSHI02,512
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_SHIOKARABUSHI03,512
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_SHIOKARABUSHI_BACK_LIGHT,0
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_FOOT_SHIOKARABUSHI,0
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_SHIOKARABUSHI_FINISH,512
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_WAIT,0
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_SUDDENDEATH_AURA,512
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_APPEAR_FOOT,0
effect/assist/shiokarazu/ef_shiokarazu.eff,SHIOKARAZU_APPEAR_BACK_LIGHT,0
effect/assist/shovelknight/ef_shovelknight.eff,SHOVELKNIGHT_STONE,256
effect/assist/shovelknight/ef_shovelknight.eff,SHOVELKNIGHT_GRAVEL,0
effect/assist/skullkid/ef_skullkid.eff,SKULLKID_ATTACK_GREEN,0
effect/assist/skullkid/ef_skullkid.eff,SKULLKID_ATTACK_PURPLE,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_PUNCH_WIND,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_WIND,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_PUNCH_START,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_PUNCH_END,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_SHIELD,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_SHIELD_HIT,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_RUSH_SIGN,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_RUSH_LIGHT,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_RUSH_FIST,256
effect/assist/springman/ef_springman.eff,SPRINGMAN_RUSH_FINISH,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_FINISH_WIND,0
effect/assist/springman/ef_springman.eff,SPRINGMAN_FINISH_LINE,256
effect/assist/stafy/ef_stafy.eff,STAFY_ATTACK,256
effect/assist/stafy/ef_stafy.eff,STAFY_STARPARTICLE,0
effect/assist/starman/ef_starman.eff,STARMAN_BEAM_AS,256
effect/assist/starman/ef_starman.eff,STARMAN_PKCHARGE_AS,0
effect/assist/starman/ef_starman.eff,STARMAN_PKFLASH_AS,0
effect/assist/starman/ef_starman.eff,STARMAN_TELEPORT_START_AS,0
effect/assist/starman/ef_starman.eff,STARMAN_TELEPORT_END_AS,0
effect/assist/starman/ef_starman.eff,STARMAN_SMASH,0
effect/assist/sukapon/ef_sukapon.eff,SUKAPON_HEAD_LOST,0
effect/assist/sukapon/ef_sukapon.eff,SUKAPON_HEAD_LINE,512
effect/assist/sukapon/ef_sukapon.eff,SUKAPON_CIRCLE_HEAD,256
effect/assist/sukapon/ef_sukapon.eff,SUKAPON_CIRCLE_HAND,256
effect/assist/sukapon/ef_sukapon.eff,SUKAPON_CIRCLE_HAND_HOP,0
effect/assist/sukapon/ef_sukapon.eff,SUKAPON_CIRCLE_HEAD_HOP,0
effect/assist/takamaru/ef_takamaru.eff,TAKAMARU_FUUSHAKEN,256
effect/assist/takamaru/ef_takamaru.eff,TAKAMARU_SLASH,256
effect/assist/tiki/ef_tiki.eff,TIKI_CRYSTAL,0
effect/assist/tiki/ef_tiki.eff,TIKI_TRANSFORM_START,0
effect/assist/tiki/ef_tiki.eff,TIKI_TRANSFORM_END,0
effect/assist/tiki/ef_tiki.eff,TIKI_TRANSFORM_FIRE,0
effect/assist/tiki/ef_tiki.eff,TIKI_TRANSFORM_RELEASE,0
effect/assist/tiki/ef_tiki.eff,TIKI_BREATH_FIRE,256
effect/assist/tiki/ef_tiki.eff,TIKI_BREATH_MUZZLE,0
effect/assist/tiki/ef_tiki.eff,TIKI_BREATH_EMBERS,0
effect/assist/tiki/ef_tiki.eff,TIKI_BREATH_EMBERS_L,0
effect/assist/tiki/ef_tiki.eff,TIKI_BREATH_EMBERS_START,256
effect/assist/tvgame/ef_tvgame.eff,TVGAME_BACKGROUND,536871168
effect/assist/vince/ef_vince.eff,VINCE_TOMATO,512
effect/assist/vince/ef_vince.eff,VINCE_BIRD,512
effect/assist/vince/ef_vince.eff,VINCE_CAT,512
effect/assist/vince/ef_vince.eff,VINCE_FACE,512
effect/assist/vince/ef_vince.eff,VINCE_SHELL,512
effect/assist/vince/ef_vince.eff,VINCE_DRAW_TOMATO,0
effect/assist/vince/ef_vince.eff,VINCE_DRAW_BIRD,0
effect/assist/vince/ef_vince.eff,VINCE_DRAW_CAT,0
effect/assist/vince/ef_vince.eff,VINCE_DRAW_FACE,0
effect/assist/vince/ef_vince.eff,VINCE_DRAW_SHELL,0
effect/assist/vince/ef_vince.eff,VINCE_TOMATO_DRAW_END,0
effect/assist/waluigi/ef_waluigi.eff,WALUIGI_SWING,256
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_PURSUIT_RED,256
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_PURSUIT_YELLOW,256
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_PURSUIT_BLUE,256
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_BULLET_THUNDERBOLT,0
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_BULLET_THUNDERCORNER,0
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_BULLET,256
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_BULLET_HIT,256
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_RUSH_THUNDER,0
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_RUSH_WIND,256
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_RUSH_SPINWIND,256
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_RUSH_IMAGE,0
effect/assist/wilycapsule/ef_wilycapsule.eff,WILYCAPSULE_WARP,0
effect/assist/wright/ef_wright.eff,WRIGHT_COUNTER_SUCCESS,0
effect/assist/zero/ef_zero.eff,ZERO_MISS,0
effect/assist/zero/ef_zero.eff,ZERO_DASH_SHADOW,0
effect/assist/zero/ef_zero.eff,ZERO_DASH_JET,0
effect/assist/zero/ef_zero.eff,ZERO_DASH_JET_LOOP,0
effect/assist/zero/ef_zero.eff,ZERO_RYUENJIN_FIRE,0
effect/assist/zero/ef_zero.eff,ZERO_GENMUZERO_SWORD,0
effect/assist/zero/ef_zero.eff,ZERO_GENMUZERO_CUTTER,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_FLOUNDER,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_BOMBSMOKE,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_GROUNDSCRATCH,272
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_PUNCHCATCH,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_BEAM,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_BEAM_HEAD,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_BEAM_HIT,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_HOLD,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SLAP,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_BURY,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_BURY_LINE,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_JET_A,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_JET_B,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_JET_C,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ACTION_A,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ACTION_A_SUB,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ACTION_D,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ACTION_E,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ACTION_H,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SMOKE,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_UPPER_WAVE,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ARC,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_UPPER_STONE,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_UPPER_STONE_A,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_UPPER_STONE_B,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_GRAVITY_BALL,272
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_FIRE_CIRCLE,272
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SEARCHLIGHT_SIGN,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SEARCHLIGHT,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SEARCHLIGHT_CHASE,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SEARCHLIGHT_ATTACK,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SEARCHLIGHT_SUB,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SEARCHLIGHT_FIELD,517
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SEARCHLIGHT_CHASE_FIELD,517
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_SEARCHLIGHT_ATTACK_FIELD,517
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DOWN,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DOWN_IMPACT,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DOWN_RECOVERY,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ROAR,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ELEC_SHOCK_FIELD,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ELEC_SHOCK_FIELD_FINISH,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ELEC_SHOCK_BALL,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ELEC_SHOCK_BALL_LOOP,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ELEC_SHOCK_HAND,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_FINGER_LINE,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_LANDING_SMOKE,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_LANDING_SMOKE_A,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_TELEPORT_START,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_TELEPORT_END,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DRILL,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DRILL_SOIL,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DRILL_SOIL_END,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DRILL_GROUND_SMOKE,5
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DRILL_END,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ACTION_C,512
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ACTION_G,0
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DEAD_1ST,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DEAD,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DEAD_LOOP,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DEAD_FINISH,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_DOWN_LIGHT,256
effect/boss/crazyhand/ef_crazyhand.eff,CRAZYHAND_ELEC_SHOCK_BALL2,256
effect/boss/darz/ef_darz.eff,DARZ_CROSSBOMB,256
effect/boss/darz/ef_darz.eff,DARZ_CROSSBOMB_START,256
effect/boss/darz/ef_darz.eff,DARZ_CROSSBOMB_APPEAR,512
effect/boss/darz/ef_darz.eff,DARZ_TEARUP,256
effect/boss/darz/ef_darz.eff,DARZ_TEARUP_ANGER,256
